,target,ids
1810,인종/국가,1268423661549023232
1811,인종/국가,1266980691645882368
1812,인종/국가,1268551623846105092
1813,인종/국가,1268440616402223107
1814,인종/국가,1268425183141875712
1815,인종/국가,1268429417874776065
1816,인종/국가,1267777828273020928
1817,인종/국가,1268427252053745666
1818,인종/국가,1268548291383476229
1819,인종/국가,1268431324005588992
1820,인종/국가,1268429357694873600
1821,인종/국가,1291975400151633920
1822,인종/국가,1291924093743243265
1823,인종/국가,1267204390261161985
1824,인종/국가,1268108558954102784
1825,인종/국가,1266309513444904960
1826,인종/국가,1267550133392232451
1827,인종/국가,1274744663627272192
1828,인종/국가,1268431760573923329
1829,인종/국가,1268425874140872705
1830,인종/국가,1268433602942918659
1831,인종/국가,1268443562733002755
1832,인종/국가,1268526911782699008
1833,인종/국가,1292680778048876546
1834,인종/국가,1268424390414229506
1835,인종/국가,1291990151762042881
1836,인종/국가,1292404983120289794
1837,인종/국가,1268434047375511553
1838,인종/국가,1267599861869760513
1839,인종/국가,1268463255460040704
1840,인종/국가,1268535140180996096
1841,인종/국가,1292011630620893188
1842,인종/국가,1267691579419942912
1843,인종/국가,1268432364536885248
1844,인종/국가,1267805245511360515
1845,인종/국가,1267448126291406848
1846,인종/국가,1267075833581035520
1847,인종/국가,1267592376475766785
1848,인종/국가,1269310037043736576
1849,인종/국가,1291980061709500416
1850,인종/국가,1268425195137626112
1851,인종/국가,1267596243477262337
1852,인종/국가,1269071066053308416
1853,인종/국가,1266973271016255488
1854,인종/국가,1268490715052441600
1855,인종/국가,1267688826115207170
1856,인종/국가,1268495325834051586
1857,인종/국가,1268435649448706049
1858,인종/국가,1267730321975283712
1859,인종/국가,1268002137318932480
1860,인종/국가,1292091094876864512
1861,인종/국가,1266063754438950914
1862,인종/국가,1268440273891123200
1863,인종/국가,1268468413833199618
1864,인종/국가,1267708983906725891
1865,인종/국가,1267305118539505665
1866,인종/국가,1268430161449373701
1867,인종/국가,1268458360833073152
1868,인종/국가,1269125088097558528
1869,인종/국가,1266957909520314368
1870,인종/국가,1268449529688252416
1871,인종/국가,1268446106628894721
1872,인종/국가,1268427240305377281
1873,인종/국가,1268432987856596992
1874,인종/국가,1266915003367452672
1875,인종/국가,1267573102118080514
1876,인종/국가,1268061426775719943
1877,인종/국가,1268061785065549824
1878,인종/국가,1268425961378246656
1879,인종/국가,1266941714880585730
1880,인종/국가,1268189125305421826
1881,인종/국가,1268440133033840641
1882,인종/국가,1268425674030608386
1883,인종/국가,1268440357622161410
1884,인종/국가,1292034301593231362
1885,인종/국가,1291956275920609281
1886,인종/국가,1271074561581150209
1887,인종/국가,1267833486422900738
1888,인종/국가,1291949667199012865
1889,인종/국가,1266090198355468289
1890,인종/국가,1291958041839980545
1891,인종/국가,1270365972298227712
1892,인종/국가,1268429242695479296
1893,인종/국가,1268432708008460288
1894,인종/국가,1292063888507195397
1895,인종/국가,1267601924519411712
1896,인종/국가,1267738643298316288
1897,인종/국가,1267695652668010496
1898,인종/국가,1291798044292321282
1899,인종/국가,1280721711802040320
1900,인종/국가,1267153770351177728
1901,인종/국가,1266963072981196800
1902,인종/국가,1292142159655665664
1903,인종/국가,1291732699539861506
1904,인종/국가,1292112961054490624
1905,인종/국가,1267578165871820801
1906,인종/국가,1268437610852044801
1907,인종/국가,1268426452929703937
1908,인종/국가,1268431448177930240
1909,인종/국가,1268424867319177216
1910,인종/국가,1268437022462504960
1911,인종/국가,1268428957898047488
1912,인종/국가,1265921244811030533
1913,인종/국가,1267737873471528960
1914,인종/국가,1266960129989021697
1915,인종/국가,1268461040842375168
1916,인종/국가,1268500087220527104
1917,인종/국가,1268427493020557312
1918,인종/국가,1268447986784198656
1919,인종/국가,1268051731444727808
1920,인종/국가,1268457470638227456
1921,인종/국가,1266954204976828422
1922,인종/국가,1267775043095924738
1923,인종/국가,1268424862537625600
1924,인종/국가,1267575862104215552
1925,인종/국가,1268432937713692672
1926,인종/국가,1292005264040722433
1927,인종/국가,1292046616438829061
1928,인종/국가,1268449312373043200
1929,인종/국가,1268435362260480001
1930,인종/국가,1267591185880608768
1931,인종/국가,1267604637210664963
1932,인종/국가,1266014941766537217
1933,인종/국가,1268439123053834241
1934,인종/국가,1267096546052468736
1935,인종/국가,1268182255114936323
1936,인종/국가,1268424440502579200
1937,인종/국가,1267721758821367808
1938,인종/국가,1291737028292251649
1939,인종/국가,1266161148895752194
1940,인종/국가,1265972736318271488
1941,인종/국가,1268435274826039302
1942,인종/국가,1267729265371631616
1943,인종/국가,1291988350631653376
1944,인종/국가,1291736177985204230
1945,인종/국가,1291713678924853248
1946,인종/국가,1291884681508552710
1947,인종/국가,1291998164107452418
1948,인종/국가,1291929039490281474
1949,인종/국가,1291927616811720704
1950,인종/국가,1291919994293370881
1951,인종/국가,1291956110484619264
1952,인종/국가,1291891641360347137
1953,인종/국가,1291696759190638592
1954,인종/국가,1291909932371988481
1955,인종/국가,1291968949190422528
1956,인종/국가,1291863623564836865
1957,인종/국가,1291924191910871040
1958,인종/국가,1291964784749899779
1959,인종/국가,1292017827151454208
1960,인종/국가,1291701940561182728
1961,인종/국가,1291971151590121473
1962,인종/국가,1292452475232874501
1963,인종/국가,1292726708584366080
1964,인종/국가,1292040414963183617
1965,인종/국가,1291708492852498435
1966,인종/국가,1291705795046854656
1967,인종/국가,1291967940015792128
1968,인종/국가,1291984331762671617
1969,인종/국가,1291713921108172800
1970,인종/국가,1291733428422037505
1971,인종/국가,1291929250551930880
1972,인종/국가,1268319366321299456
1973,인종/국가,1268125534006898688
1974,인종/국가,1267920267726032896
1975,인종/국가,1267282310476382209
1976,인종/국가,1265874875006124034
1977,인종/국가,1293483865453912064
1978,인종/국가,1267386485805772801
1979,인종/국가,1299407692478513152
1980,인종/국가,1268692288634421248
1981,인종/국가,1267690812130787328
1982,인종/국가,1273506348655763456
1983,인종/국가,1267326416867209216
1984,인종/국가,1268517943970656257
1985,인종/국가,1267347913887211520
1986,인종/국가,1266569413232189440
1987,인종/국가,1265956684108726273
1988,성정체성/성적지향,1367101846460919812
1989,성정체성/성적지향,1367086040251387910
1990,성정체성/성적지향,1367318101985947653
1991,성정체성/성적지향,1367085517095931904
1992,성정체성/성적지향,1367097511152783360
1993,성정체성/성적지향,1367659810221481984
1994,성정체성/성적지향,1367082406549721089
1995,성정체성/성적지향,1367135412934701059
1996,성정체성/성적지향,1443119770665160704
1997,성정체성/성적지향,1367153539554807809
1998,성정체성/성적지향,1367115807889657858
1999,성정체성/성적지향,1367106944628973570
2000,성정체성/성적지향,1367109945129328640
2001,성정체성/성적지향,1367092702261649408
2002,성정체성/성적지향,1367101979797778434
2003,성정체성/성적지향,1367090094700597254
2004,성정체성/성적지향,1367099946642468869
2005,성정체성/성적지향,1367102034030125060
2006,성정체성/성적지향,1367184487260512259
2007,성정체성/성적지향,1367126368106897416
2008,성정체성/성적지향,1370547722491555844
2009,성정체성/성적지향,1367110623151026183
2010,성정체성/성적지향,1367086286964543490
2011,성정체성/성적지향,1367113755813810177
2012,성정체성/성적지향,1367143734685569026
2013,성정체성/성적지향,1367130768904888334
2014,성정체성/성적지향,1377247733392625664
2015,성정체성/성적지향,1367096973895999493
2016,성정체성/성적지향,1367122318930010113
2017,성정체성/성적지향,1367123638961405954
2018,성정체성/성적지향,1367166750324793354
2019,성정체성/성적지향,1367091301749940229
2020,성정체성/성적지향,1367101004106244100
2021,성정체성/성적지향,1367078856583114753
2022,성정체성/성적지향,1367086580263919619
2023,성정체성/성적지향,1367104578659885066
2024,성정체성/성적지향,1367112203908784129
2025,성정체성/성적지향,1367109241400557570
2026,성정체성/성적지향,1367106161191780354
2027,성정체성/성적지향,1367095875898466305
2028,성정체성/성적지향,1367098997412880385
2029,성정체성/성적지향,1367107704242626565
2030,성정체성/성적지향,1367120735051730945
2031,성정체성/성적지향,1367096721289793538
2032,성정체성/성적지향,1375329325344382977
2033,성정체성/성적지향,1367115709633863684
2034,성정체성/성적지향,1367085885477457921
2035,성정체성/성적지향,1367084746266710019
2036,성정체성/성적지향,1367115887258390530
2037,성정체성/성적지향,1367095912468684802
2038,성정체성/성적지향,1367094002286166020
2039,성정체성/성적지향,1400940789190987776
2040,성정체성/성적지향,1367101298898653187
2041,성정체성/성적지향,1367090667906691075
2042,성정체성/성적지향,1367094824403279874
2043,성정체성/성적지향,1367092549903556613
2044,성정체성/성적지향,1367114967242006528
2045,성정체성/성적지향,1367131707602702339
2046,성정체성/성적지향,1367086503168385025
2047,성정체성/성적지향,1368181221444968455
2048,성정체성/성적지향,1367223537182801920
2049,성정체성/성적지향,1367152287693430784
2050,성정체성/성적지향,1367128361923878920
2051,성정체성/성적지향,1367101036045864968
2052,성별,1368829951038791681
2053,성별,1368785109072048130
2054,성별,1368711165652594689
2055,성별,1368758155560153090
2056,성별,1368729451970797568
2057,성별,1368620627091812352
2058,성별,1368711960955482117
2059,성별,1368769004072882183
2060,성별,1368713775126245376
2061,성별,1368752519917146117
2062,성별,1368755279488192517
2063,성별,1368746818423508995
2064,성별,1368763990646476804
2065,성별,1368597873575612418
2066,성별,1368918589424553985
2067,성별,1368582165047382020
2068,성별,1368736699484831746
2069,성별,1368778548564041734
2070,성별,1368790076671488003
2071,성별,1368852035383087110
2072,성별,1368578681921179650
2073,성별,1368747044987228164
2074,성별,1368772950128652289
2075,성별,1368773276286132224
2076,성별,1368669049131917313
2077,성별,1368757880434827265
2078,성별,1368796522494656518
2079,성별,1368591401768775684
2080,성별,1368816514984411139
2081,성별,1368783868052992000
2082,성별,1368903086488444928
2083,성별,1368787638543474689
2084,성별,1368720306378997761
2085,성별,1368762876068917252
2086,성별,1368724269845204995
2087,성별,1368641302993199107
2088,성별,1368611170660143108
2089,성별,1368740440476852231
2090,성별,1368734966461308931
2091,성별,1368599745451622405
2092,성별,1368929446959349768
2093,성별,1368780691404517378
2094,성별,1368774941902917633
2095,성별,1368847504830128128
2096,성별,1368798531159351298
2097,성별,1368898080225988608
2098,성별,1368847724762726401
2099,성별,1368797799089799169
2100,성별,1368718495358218242
2101,성별,1368844752477515778
2102,성별,1368797455043629056
2103,성별,1368816375913869313
2104,성별,1368851248225550338
2105,성별,1368579141541392384
2106,성별,1368807606911856640
2107,성별,1368608062471172097
2108,성별,1368814811832668162
2109,성별,1368753412674752514
2110,성별,1368763067811598336
2111,성별,1368793419091308544
2112,성별,1368822918466002946
2113,성별,1368792875752849409
2114,성별,1368738484031287297
2115,성별,1368680853560205312
2116,성별,1368581964593205248
2117,성별,1368729024525045761
2118,성별,1368767010612539392
2119,성별,1368786931601997826
2120,성별,1368809190496432134
2121,성별,1368721835894829058
2122,성별,1368814308851806208
2123,성별,1368938018074025986
2124,성별,1368613472838111241
2125,성별,1368714281806491648
2126,성별,1368742722367070217
2127,성별,1368809347141103616
2128,성별,1368808316206419968
2129,성별,1368922747443707904
2130,성별,1368767719470854147
2131,성별,1368865255678476292
2132,성별,1368859662142029824
2133,성별,1368696527279980546
2134,성별,1368764905713639429
2135,성별,1368897635814236161
2136,성별,1368758086501097472
2137,성별,1368617049317023744
2138,성별,1368725534683721729
2139,성별,1368785695125299200
2140,성별,1368703281275437057
2141,성별,1368591480688840707
2142,성별,1368792295714082816
2143,성별,1368843309527957504
2144,성별,1368770146983022597
2145,성별,1368691218012512257
2146,성별,1368733868564520960
2147,성별,1368858475112013825
2148,성별,1368782504648339458
2149,성별,1368593067301740552
2150,성별,1368591972454211585
2151,성별,1368741138174156800
2152,성별,1368699863194427393
2153,성별,1368714856476463104
2154,성별,1368696741164294144
2155,성별,1368718144844402692
2156,성별,1368756679290933248
2157,성별,1368587549363474433
2158,성별,1368735135344984064
2159,성별,1368834888485326851
2160,성별,1368788808896974850
2161,성별,1368815435316011009
2162,성별,1368724894658088962
2163,성별,1368592087747162114
2164,성별,1368839680951689219
2165,성별,1368873876948725762
2166,성별,1368766446235385856
2167,성별,1368752411146285056
2168,성별,1368856596651016193
2169,성별,1368785010690383877
2170,성별,1368592291024150529
2171,성별,1368786903428784128
2172,성별,1368786909284081664
2173,성별,1368823176268947456
2174,성별,1368714668374564864
2175,성별,1368765642568986625
2176,성별,1368639339396096001
2177,성별,1368728768714477568
2178,성별,1368869581557669888
2179,성별,1368723157079617538
2180,성별,1368784566031249412
2181,성별,1368798562364968961
2182,성별,1368785296024760322
2183,성별,1368699248481472515
2184,성별,1368600179046162432
2185,성별,1368719915922849792
2186,성별,1368708628262227968
2187,성별,1368762281065029636
2188,성별,1368874288988573697
2189,성별,1368597853539504130
2190,성별,1368880576757915653
2191,성별,1368836888686075905
2192,성별,1368752902416699396
2193,성별,1368803642568966145
2194,성별,1368737324415156224
2195,성별,1368713794851991555
2196,성별,1368921329546633218
2197,성별,1368740974134915072
2198,성별,1368587291556335618
2199,성별,1368593299796152320
2200,성별,1368694140247052291
2201,성별,1368785619074260993
2202,성별,1368737401015734272
2203,성별,1368794809457012736
2204,성별,1368777794063273986
2205,성별,1368818449284100100
2206,성별,1368727218487062529
2207,성별,1368725781497618439
2208,성별,1368608840850100227
2209,성별,1368749737273298944
2210,성별,1368780939204030468
2211,성별,1368867385130835969
2212,성별,1368954067175624707
2213,성별,1368781423092531204
2214,성별,1368640508524863488
2215,성별,1368828497242722304
2216,성별,1368849588178722822
2217,성별,1369965527829864449
2218,성별,1368860095384227843
2219,성별,1368917646767390721
2220,성별,1368741941551108097
2221,성별,1368903650173538304
2222,성별,1368720110756630528
2223,성별,1421398820164833289
2224,성별,1421373401210314753
2225,성별,1421342892220567553
2226,성별,1421348461413208064
2227,성별,1421364004966993924
2228,성별,1421402321703956485
2229,성별,1421373612083146760
2230,성별,1421334551578611719
2231,성별,1421496999799447553
2232,성별,1421377351636578307
2233,성별,1421378612834410496
2234,성별,1421374223856009219
2235,성별,1421333236362350593
2236,성별,1421492264522588162
2237,성별,1421353372687294473
2238,성별,1421398938175770629
2239,성별,1421350269539868674
2240,성별,1421340555062087680
2241,성별,1421345170474225672
2242,성별,1421340768971591684
2243,성별,1421334189530509316
2244,성별,1421370844236812288
2245,성별,1421487783470780420
2246,성별,1421352841730424836
2247,성별,1421437585809833989
2248,성별,1421386374637182977
2249,성별,1421341961441615877
2250,성별,1421405628329644032
2251,성별,1421397523885789185
2252,성별,1421349854874243075
2253,성별,1421385862453989377
2254,성별,1421398792251736064
2255,성별,1421336343586566146
2256,성별,1421500888359657479
2257,성별,1421342514754166785
2258,성별,1421416317962260481
2259,성별,1421354006618644480
2260,성별,1421358923987111939
2261,성별,1421336451980021766
2262,성별,1421351140214542336
2263,성별,1421349051518251011
2264,성별,1421344633641078786
2265,성별,1421443366114402315
2266,성별,1421355590119419906
2267,성별,1421436103320506371
2268,성별,1421342878136029184
2269,성별,1421496888017051650
2270,성별,1421364688886005763
2271,성별,1421399145781153795
2272,성별,1421346917078867974
2273,성별,1421398473182564352
2274,성별,1421626606779437059
2275,성별,1421334374310576130
2276,성별,1421353083213254659
2277,성별,1421347292620099586
2278,성별,1421395898593128450
2279,성별,1421403163584774148
2280,성별,1421410077374771203
2281,성별,1421354042404466688
2282,성별,1421336403107991554
2283,성별,1421356106211758085
2284,성별,1421354762738421760
2285,성별,1421371028907855872
2286,성별,1421334463686930433
2287,성별,1421432223484448768
2288,성별,1421369655558426629
2289,성별,1421341569152479232
2290,성별,1421342619557195778
2291,성별,1421333533675556866
2292,성별,1421342830165848068
2293,성별,1421413077250019331
2294,성별,1421487641380343821
2295,성별,1421384831485702147
2296,성별,1421414510758223877
2297,성별,1421385125741346816
2298,성별,1421398565033709574
2299,성별,1421526905514119169
2300,성별,1421382607992877065
2301,성별,1421339619874852866
2302,성별,1421385814592790529
2303,성별,1421348312188211201
2304,성별,1421351363817086982
2305,성별,1421334025642205312
2306,성별,1421361062213865473
2307,성별,1421402622318153728
2308,성별,1421371606547324934
2309,성별,1421415724535271426
2310,성별,1421339062766510085
2311,성별,1421369593218494464
2312,성별,1421338992679653378
2313,성별,1421368070371639304
2314,성별,1421342800461766656
2315,성별,1421337562396839939
2316,성별,1421398981976879107
2317,성별,1421744250551627781
2318,성별,1421376361411891205
2319,성별,1421349400589180934
2320,성별,1421388484397264897
2321,성별,1421347110750867462
2322,성별,1421342698464694274
2323,성별,1421407666664919044
2324,성별,1421336799813636100
2325,성별,1421325698304679936
2326,성별,1421332517697646597
2327,성별,1421342577438064640
2328,성별,1421349496202534913
2329,성별,1421341804922761223
2330,성별,1421394121005039617
2331,성별,1421350446124257286
2332,성별,1421339995353223176
2333,성별,1421342240903819272
2334,성별,1421346029916475394
2335,성별,1421345171485069319
2336,성별,1421356619082862596
2337,성별,1421323177175621642
2338,성별,1421335940920791042
2339,성별,1421345880301400066
2340,성별,1421342616411541504
2341,성별,1421323455526445058
2342,성별,1421419510448283650
2343,성별,1421379931196452873
2344,성별,1421369519310663690
2345,성별,1421350333289172993
2346,성별,1421336420019359748
2347,성별,1421388868511617027
2348,성별,1421402064467369984
2349,성별,1421355490496237569
2350,성별,1421367521052041216
2351,성별,1421337757851426819
2352,성별,1421371826635034626
2353,성별,1421336028674093059
2354,성별,1421381309495013377
2355,성별,1421337603039666176
2356,성별,1421340252371779588
2357,성별,1421411750302261250
2358,성별,1421323502854971392
2359,성별,1421414678509481987
2360,성별,1421332005891887104
2361,성별,1421353478891261952
2362,성별,1421337826478616576
2363,성별,1421400394324799488
2364,성별,1421371963319021571
2365,성별,1421428011316826122
2366,성별,1421351769137762309
2367,성별,1421372388210397184
2368,성별,1421371546073931781
2369,성별,1421466413986811906
2370,성별,1421350986069594115
2371,성별,1421325059516375040
2372,성별,1421410320162050052
2373,성별,1421348378445639682
2374,성별,1421356815678271492
2375,성별,1421395850111209481
2376,성별,1421401756508950531
2377,성별,1421392191578984449
2378,성별,1421388651141894148
2379,성별,1421420135865192451
2380,성별,1421340716815450112
2381,성별,1421370590267547648
2382,성별,1421371322014199809
2383,성별,1421343588533768197
2384,성별,1421345878397181953
2385,성별,1421342438715576325
2386,성별,1421337884511006722
2387,성별,1421525551357906950
2388,성별,1421366903105232896
2389,성별,1421381387634974722
2390,성별,1421345848458289160
2391,성별,1421368213934202880
2392,성별,1421351909756051460
2393,성별,1421347805394657280
2394,성별,1421459848667963397
2395,성별,1421340841696579585
2396,성별,1421339554452099080
2397,성별,1421339684769173508
2398,성별,1421348138355335169
2399,성별,1421369864397025288
2400,성별,1421380689060978690
2401,성별,1421382532654800896
2402,성별,1421337252341239814
2403,성별,1421329725041963010
2404,성별,1421344071889477636
2405,성별,1421323386727256067
2406,성별,1421335542520635393
2407,성별,1421344948897554433
2408,성별,1421391666561179649
2409,성별,1421334919431688193
2410,성별,1421369146965561347
2411,성별,1421395031433179138
2412,성별,1421356029439143941
2413,성별,1421402073027944450
2414,성별,1421335151447928833
2415,성별,1421370380304871428
2416,성별,1421350497294774272
2417,성별,1421406455790391303
2418,성별,1421395302196539394
2419,성별,1421397712218566659
2420,성별,1421335218946940928
2421,성별,1421336319419027459
2422,성별,1421350215123017728
2423,성별,1421353249337053185
2424,성별,1421345416096862212
2425,성별,1421337776453079040
2426,성별,1421386449165844482
2427,성별,1421334841807671297
2428,성별,1421405695597899777
2429,성별,1421439688728924160
2430,성별,1421383054245777411
2431,성별,1421377618654400512
2432,성별,1421391726325886980
2433,성별,1421491866164367363
2434,성별,1421398339183022086
2435,성별,1421330137870520321
2436,성별,1421394543929294852
2437,성별,1421773843950043139
2438,성별,1421463217935589380
2439,성별,1421463485897076751
2440,인종/국가,1372327637675208705
2441,인종/국가,1372323643758317571
2442,인종/국가,1372329860807290881
2443,인종/국가,1372315886670000128
2444,인종/국가,1372333548053565440
2445,인종/국가,1372295551723573248
2446,인종/국가,1372312045035556868
2447,인종/국가,1372321810763550723
2448,인종/국가,1372336928289218561
2449,인종/국가,1372296810736197633
2450,인종/국가,1372303947407314945
2451,인종/국가,1372300411084808195
2452,인종/국가,1372272759540117504
2453,인종/국가,1372294323010629633
2454,인종/국가,1372302607738310656
2455,인종/국가,1372676956236386309
2456,인종/국가,1373476531452801025
2457,인종/국가,1378049014877290497
2458,인종/국가,1381251738737340417
2459,인종/국가,1381393783376334848
2460,인종/국가,1381389566003748864
2461,인종/국가,1381388792129458179
2462,인종/국가,1381390275927363585
2463,인종/국가,1381396070056357888
2464,인종/국가,1381396328211619841
2465,인종/국가,1381389758547382277
2466,인종/국가,1381395638303162377
2467,인종/국가,1381394473293205504
2468,인종/국가,1381369865768865796
2469,인종/국가,1381394721164066818
2470,인종/국가,1381395701360259072
2471,인종/국가,1381394138961076224
2472,인종/국가,1381432610954518528
2473,인종/국가,1381422317285203968
2474,인종/국가,1381447027423289347
2475,인종/국가,1381443525535952903
2476,인종/국가,1381494022577905666
2477,인종/국가,1381466020209025028
2478,인종/국가,1381425893684310017
2479,인종/국가,1381453708513308673
2480,인종/국가,1381433989299281921
2481,인종/국가,1381400452135145475
2482,인종/국가,1381443224183562244
2483,인종/국가,1381456954082484224
2484,인종/국가,1381438564697735168
2485,인종/국가,1381439360017461250
2486,인종/국가,1381440567700156418
2487,인종/국가,1381431270572355587
2488,인종/국가,1381417013982076929
2489,인종/국가,1381562360255504386
2490,인종/국가,1381448069485486081
2491,인종/국가,1381464684822290434
2492,인종/국가,1381515513994469376
2493,인종/국가,1381422231851474945
2494,인종/국가,1381399856523010051
2495,인종/국가,1381419454274269186
2496,인종/국가,1381396954001772545
2497,인종/국가,1381449455237406721
2498,인종/국가,1381425229700820993
2499,인종/국가,1381413846695309316
2500,인종/국가,1381598742793445382
2501,인종/국가,1381564008541478912
2502,인종/국가,1381412268676550657
2503,인종/국가,1381525014151766023
2504,인종/국가,1381419772492009476
2505,인종/국가,1381399799627358214
2506,인종/국가,1381414308190412802
2507,인종/국가,1381560942211657729
2508,인종/국가,1381430298395598848
2509,인종/국가,1381413369463205890
2510,인종/국가,1381460056781152260
2511,인종/국가,1381475975171428353
2512,인종/국가,1381397270080278532
2513,인종/국가,1381421044259557377
2514,인종/국가,1381437771756105728
2515,인종/국가,1381457216507506689
2516,인종/국가,1381452810823196673
2517,인종/국가,1381456476904943617
2518,인종/국가,1381499227612704770
2519,인종/국가,1381473329383530501
2520,인종/국가,1381441120610131969
2521,인종/국가,1381405796982947841
2522,인종/국가,1381455336675020805
2523,인종/국가,1381429630406586368
2524,인종/국가,1381508345954148352
2525,인종/국가,1381536188968792064
2526,인종/국가,1381399166643892225
2527,인종/국가,1381449287645622274
2528,인종/국가,1381404442042396678
2529,인종/국가,1381525082955075590
2530,인종/국가,1381427796191236096
2531,인종/국가,1381417814574002179
2532,인종/국가,1381427067804246017
2533,인종/국가,1381435525031026689
2534,인종/국가,1381435978703769606
2535,인종/국가,1381402881660612612
2536,인종/국가,1381403514144874497
2537,인종/국가,1381509578282598402
2538,인종/국가,1381560376387506178
2539,인종/국가,1381462921696272389
2540,인종/국가,1381536757322186752
2541,인종/국가,1381408801023123458
2542,인종/국가,1381415306485145603
2543,인종/국가,1381438524709203972
2544,인종/국가,1381984149460840454
2545,인종/국가,1381764700396908550
2546,인종/국가,1382113777898774531
2547,인종/국가,1381787045958275074
2548,인종/국가,1382524623024132103
2549,인종/국가,1395047399916138496
2550,인종/국가,1405244053554274305
2551,인종/국가,1405282147624132608
2552,인종/국가,1405269068697931780
2553,인종/국가,1405222150907351045
2554,인종/국가,1405882700666265606
2555,인종/국가,1415878028467523586
2556,인종/국가,1267601548248399872
2557,인종/국가,1267779516820123655
2558,인종/국가,1267746606272528389
2559,인종/국가,1267816103482253316
2560,인종/국가,1267695451689476099
2561,인종/국가,1267592581703012353
2562,인종/국가,1267593930498912256
2563,인종/국가,1267592666998423552
2564,인종/국가,1267706416178933762
2565,인종/국가,1267771846654484480
2566,인종/국가,1267763708110888961
2567,인종/국가,1267711696212078592
2568,인종/국가,1267757647094149120
2569,인종/국가,1267706178533875712
2570,인종/국가,1267594135017361408
2571,인종/국가,1267712015138607106
2572,인종/국가,1267734253040594946
2573,인종/국가,1267747443115868160
2574,인종/국가,1267595299070947328
2575,인종/국가,1267701851928981505
2576,인종/국가,1267566066898624513
2577,인종/국가,1267755824157360128
2578,인종/국가,1267758387275563008
2579,인종/국가,1267825204987715599
2580,인종/국가,1267683929143734272
2581,인종/국가,1267752718363328518
2582,인종/국가,1267981977094746112
2583,인종/국가,1291969620778209285
2584,인종/국가,1291757628419264512
2585,인종/국가,1291708231790686208
2586,인종/국가,1267057041945661440
2587,인종/국가,1267054745639809026
2588,인종/국가,1267053336244584448
2589,인종/국가,1267760829211934720
2590,인종/국가,1267601996443455488
2591,인종/국가,1267687936843067396
2592,인종/국가,1267836755236941825
2593,인종/국가,1268424381518057472
2594,인종/국가,1269490686048366598
2595,인종/국가,1267083696919601152
2596,인종/국가,1267464087899828226
2597,인종/국가,1269267999258628103
2598,인종/국가,1267745768179261442
2599,인종/국가,1266026886498377734
2600,인종/국가,1271698497520070657
2601,인종/국가,1268457854559649793
2602,인종/국가,1268059370941673477
2603,인종/국가,1267797717100580866
2604,인종/국가,1291643725475647488
2605,인종/국가,1267367128438431744
2606,인종/국가,1273543221168058368
2607,인종/국가,1268102079861514242
2608,인종/국가,1267736606552649730
2609,인종/국가,1267732968866365440
2610,인종/국가,1266342130089209857
2611,인종/국가,1268424690218876928
2612,인종/국가,1268436470651449344
2613,인종/국가,1268433690733842433
2614,인종/국가,1267122161367433216
2615,인종/국가,1268431588242583552
2616,인종/국가,1266747451907563523
2617,인종/국가,1267767948229267457
2618,인종/국가,1266341333607702528
2619,인종/국가,1267728091859701762
2620,인종/국가,1267693527946924034
2621,인종/국가,1268425454274265089
2622,인종/국가,1268549642272243712
2623,인종/국가,1269081000262262785
2624,인종/국가,1268439222374895616
2625,인종/국가,1268445052449120256
2626,인종/국가,1268438565530157057
2627,인종/국가,1291017407281078272
2628,인종/국가,1267811589656178688
2629,인종/국가,1267728756879159296
2630,인종/국가,1268434102543253505
2631,인종/국가,1266926326843203584
2632,인종/국가,1267231840798044160
2633,인종/국가,1267239898035019776
2634,인종/국가,1266989348655820802
2635,인종/국가,1265886292924960768
2636,인종/국가,1292303540996550657
2637,인종/국가,1267331757499486208
2638,인종/국가,1267047663490355200
2639,인종/국가,1268438861970956288
2640,인종/국가,1268441893370646528
2641,인종/국가,1267736020193140736
2642,인종/국가,1268025140048064517
2643,인종/국가,1268362539705831424
2644,인종/국가,1267029232271544320
2645,인종/국가,1267802656510111744
2646,인종/국가,1267304993901522944
2647,인종/국가,1268657008288415747
2648,인종/국가,1267308579578494976
2649,인종/국가,1268425209444352000
2650,인종/국가,1267491946727006208
2651,인종/국가,1268776416998375424
2652,인종/국가,1268453524402126848
2653,인종/국가,1268425377493336064
2654,인종/국가,1268468176322359296
2655,인종/국가,1268428358884356096
2656,인종/국가,1267054363131834368
2657,인종/국가,1267213689830232064
2658,인종/국가,1268426239070498816
2659,인종/국가,1268464627442020358
2660,인종/국가,1268434845199331328
2661,인종/국가,1267733479652917248
2662,인종/국가,1265835004396859393
2663,인종/국가,1268447271533686785
2664,인종/국가,1267374617091424257
2665,인종/국가,1267697775501733888
2666,인종/국가,1267373500693504001
2667,인종/국가,1268436951503220737
2668,인종/국가,1268464684530757633
2669,인종/국가,1268481491417182208
2670,인종/국가,1268433247907622913
2671,인종/국가,1268437244584398849
2672,인종/국가,1266990878477828097
2673,인종/국가,1267765422167744514
2674,인종/국가,1268424731063017472
2675,인종/국가,1268427896474841088
2676,인종/국가,1268451372296400897
2677,인종/국가,1268453166208577539
2678,인종/국가,1270413397960654849
2679,인종/국가,1268530472788750339
2680,인종/국가,1267309585288687617
2681,인종/국가,1299936700320292865
2682,인종/국가,1266965765405605890
2683,인종/국가,1267177257304354816
2684,인종/국가,1268206581147041792
2685,인종/국가,1267202421517717508
